Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-08-28,615.995,631.251,610.273,631.251,85.9942693394
2023-08-29,612.18,631.251,612.18,631.251,25.1690544408
2023-08-30,631.251,633.158,623.623,623.623,96.4813753564
2023-08-31,614.087,635.066,614.087,635.066,290.4928366709
2023-09-01,635.066,640.787,629.344,640.787,79.7020057292
2023-09-04,642.694,654.137,642.694,654.137,212.8882521451
2023-09-05,654.137,659.858,646.508,659.858,98.5787965598
2023-09-06,659.858,690.372,657.951,675.115,1173.5071633023
2023-09-07,684.65,690.372,677.022,688.464,203.4498567298
2023-09-08,690.372,694.186,678.929,680.836,118.5042979921
2023-09-11,680.836,688.464,677.022,680.836,61.8739255003
2023-09-12,677.022,678.929,667.486,675.115,94.383954153
2023-09-13,677.022,680.836,677.022,680.836,69.2148997122
2023-09-14,680.836,682.743,678.929,682.743,19.9255014323
2023-09-15,678.929,680.836,678.929,680.836,35.6561604578
2023-09-18,673.208,673.208,661.765,667.486,195.0601719162
2023-09-19,663.672,669.393,663.672,667.486,83.896848136
2023-09-20,669.393,671.301,661.765,667.486,78.6532951275
2023-09-21,663.672,667.486,663.672,663.672,173.0372492805
2023-09-22,659.858,667.486,650.322,667.486,282.1031518573
2023-09-25,669.393,669.393,659.858,667.486,83.896848136
2023-09-26,667.486,669.393,665.579,665.579,50.3381088816
2023-09-27,669.393,669.393,661.765,661.765,213.9369627468
2023-09-28,657.951,667.486,652.23,667.486,239.1060171876
2023-09-29,667.486,669.393,667.486,667.486,12.5845272204
2023-10-02,654.137,669.393,654.137,667.486,134.2349570176
2023-10-03,669.393,669.393,657.951,669.393,96.4813753564
2023-10-04,671.301,671.301,650.322,671.301,116.4068767887
2023-10-05,654.137,669.393,654.137,667.486,36.7048710595
2023-10-06,667.486,667.486,657.951,667.486,74.4584527207
2023-10-09,667.486,675.115,659.858,669.393,100.6762177632
2023-10-10,669.393,669.393,667.486,667.486,101.7249283649
2023-10-11,671.301,671.301,659.858,671.301,118.5042979921
2023-10-12,669.393,675.115,667.486,667.486,17.8280802289
2023-10-13,671.301,671.301,656.044,669.393,302.0286532896
2023-10-16,669.393,673.208,667.486,671.301,209.74212034
2023-10-17,671.301,673.208,661.765,671.301,96.4813753564
2023-10-18,671.301,686.557,671.301,684.65,265.3237822301
2023-10-19,684.65,684.65,665.579,673.208,54.5329512884
2023-10-20,661.765,669.393,659.858,667.486,34.6074498561
2023-10-23,667.486,669.393,667.486,669.393,231.7650429757
2023-10-24,669.393,675.115,669.393,669.393,156.2578796533
2023-10-25,661.765,677.022,661.765,677.022,15.7306590255
2023-10-26,667.486,673.208,654.137,673.208,19.9255014323
2023-10-27,671.301,675.115,667.486,675.115,35.6561604578
